,author,date,description,detection,falsepositives,fields,id,level,logsource,modified,references,related,status,tags,title,notes,enrichment,Note,analysis
32,"Roberto Rodriguez (Cyb3rWard0g), OTR (Open Threat Research)",2020/06/24,Detects suspicious use of the WSMAN provider without PowerShell.exe as the host application.,"{u'filter': {u'HostApplication|contains': u'powershell'}, u'selection': {u'ProviderName': u'WSMan'}, u'condition': u'selection and not filter'}",[Unknown],,df9a0e0e-fedb-4d6c-8668-d765dfc92aa7,medium,"{u'definition': u'fields have to be extract from event', u'product': u'windows', u'service': u'powershell-classic'}",2021/08/30,"[https://twitter.com/chadtilbury/status/1275851297770610688, https://bohops.com/2020/05/12/ws-management-com-another-approach-for-winrm-lateral-movement/, https://github.com/bohops/WSMan-WinRM]",,experimental,"[attack.execution, attack.t1059.001, attack.lateral_movement, attack.t1021.003]",Suspicious Non PowerShell WSMAN COM Provider,,,,
33,"Teymur Kheirkhabarov, Harish Segar (rule)",2020/06/29,"Detects suspicious powershell process which includes bxor command, alternative obfuscation method to b64 encoded commands.","{u'filter': {u'HostApplication|contains': [u'bxor', u'join', u'char']}, u'selection': {u'HostName': u'ConsoleHost'}, u'condition': u'selection and filter'}",[unknown],,812837bb-b17f-45e9-8bd0-0ec35d2e3bd6,medium,"{u'category': u'ps_classic_start', u'definition': u'fields have to be extract from event', u'product': u'windows'}",2021/10/16,,,experimental,"[attack.execution, attack.t1059.001, attack.t1086]",Suspicious XOR Encoded PowerShell Command Line,,,,
34,"Kiran kumar s, oscd.community",2020/10/11,Detects a possible remote connections to Silenttrinity c2,"{u'filter': {u'DestinationPort': [u'80', u'443'], u'Initiated': u'true'}, u'selection': {u'ParentImage|endswith': u'\msbuild.exe'}, u'condition': u'selection and filter'}",[unknown],,50e54b8d-ad73-43f8-96a1-5191685b17a4,high,"{u'category': u'network_connection', u'product': u'windows'}",,[https://www.blackhillsinfosec.com/my-first-joyride-with-silenttrinity/],,experimental,"[attack.execution, attack.t1127.001]",Silenttrinity Stager Msbuild Activity,,,,
35,bartblaze,2020/07/13,Detects Dllhost that communicates with public IP addresses,"{u'filter': {u'DestinationIp|startswith': [u'10.', u'192.168.', u'172.16.', u'172.17.', u'172.18.', u'172.19.', u'172.20.', u'172.21.', u'172.22.', u'172.23.', u'172.24.', u'172.25.', u'172.26.', u'172.27.', u'172.28.', u'172.29.', u'172.30.', u'172.31.', u'127.']}, u'selection': {u'Image|endswith': u'\dllhost.exe', u'Initiated': u'true'}, u'condition': u'selection and not filter'}",[Communication to other corporate systems that use IP addresses from public address spaces],,cfed2f44-16df-4bf3-833a-79405198b277,medium,"{u'category': u'network_connection', u'product': u'windows'}",2020/08/24,[https://github.com/Neo23x0/sigma/blob/master/rules/windows/network_connection/sysmon_rundll32_net_connections.yml],,experimental,"[attack.defense_evasion, attack.t1218, attack.execution, attack.t1559.001, attack.t1175]",Dllhost Internet Connection,,,,
36,Florian Roth,2017/03/19,Detects programs that connect to typical malware back connect ports based on statistical analysis from two different sandbox system databases,"{u'selection': {u'Initiated': u'true', u'DestinationPort': [u'4443', u'2448', u'8143', u'1777', u'1443', u'243', u'65535', u'13506', u'3360', u'200', u'198', u'49180', u'13507', u'6625', u'4444', u'4438', u'1904', u'13505', u'13504', u'12102', u'9631', u'5445', u'2443', u'777', u'13394', u'13145', u'12103', u'5552', u'3939', u'3675', u'666', u'473', u'5649', u'4455', u'4433', u'1817', u'100', u'65520', u'1960', u'1515', u'743', u'700', u'14154', u'14103', u'14102', u'12322', u'10101', u'7210', u'4040', u'9943']}, u'filter1': {u'Image|contains': u'\Program Files'}, u'condition': u'selection and not ( filter1 or filter2 )', u'filter2': {u'DestinationIp|startswith': [u'10.', u'192.168.', u'172.16.', u'172.17.', u'172.18.', u'172.19.', u'172.20.', u'172.21.', u'172.22.', u'172.23.', u'172.24.', u'172.25.', u'172.26.', u'172.27.', u'172.28.', u'172.29.', u'172.30.', u'172.31.', u'127.'], u'DestinationIsIpv6': u'false'}}",[unknown],,4b89abaa-99fe-4232-afdd-8f9aa4d20382,medium,"{u'category': u'network_connection', u'definition': u'Use the following config to generate the necessary Event ID 10 Process Access events: <ProcessAccess onmatch=""include""><CallTrace condition=""contains"">VBE7.DLL</CallTrace></ProcessAccess><ProcessAccess onmatch=""exclude""><CallTrace condition=""excludes"">UNKNOWN</CallTrace></ProcessAccess>', u'product': u'windows'}",2020/08/24,[https://docs.google.com/spreadsheets/d/17pSTDNpa0sf6pHeRhusvWG6rThciE8CsXTSlDUAZDyo],,experimental,"[attack.command_and_control, attack.t1571, attack.t1043]",Suspicious Typical Malware Back Connect Ports,,,,
37,EagleEye Team,2020/05/14,Detects suspicious network connection by Notepad,"{u'filter': {u'DestinationPort': u'9100'}, u'selection': {u'Image|endswith': u'\notepad.exe'}, u'condition': u'selection and not filter'}",[None observed so far],,e81528db-fc02-45e8-8e98-4e84aba1f10b,high,"{u'category': u'network_connection', u'product': u'windows'}",2020/08/24,"[https://www.sans.org/cyber-security-summit/archives/file/summit-archive-1492186586.pdf, https://blog.cobaltstrike.com/2013/08/08/why-is-notepad-exe-connecting-to-the-internet/]",,experimental,"[attack.command_and_control, attack.execution, attack.defense_evasion, attack.t1055]",Notepad Making Network Connection,,,,
38,Florian Roth,2017/03/13,Detects a Powershell process that opens network connections - check for suspicious target ports and target systems - adjust to your environment (e.g. extend filters with company's ip range'),"{u'filter': {u'DestinationIp|startswith': [u'10.', u'192.168.', u'172.16.', u'172.17.', u'172.18.', u'172.19.', u'172.20.', u'172.21.', u'172.22.', u'172.23.', u'172.24.', u'172.25.', u'172.26.', u'172.27.', u'172.28.', u'172.29.', u'172.30.', u'172.31.', u'127.0.0.1'], u'User|contains|all': [u'AUT', u' NT'], u'DestinationIsIpv6': u'false', u'User': u'NT AUTHORITY\SYSTEM'}, u'selection': {u'Image|endswith': u'\powershell.exe', u'DestinationIsIpv6': u'false', u'Initiated': u'true'}, u'condition': u'selection and not filter'}",[Administrative scripts],,1f21ec3f-810d-4b0e-8045-322202e22b4b,low,"{u'category': u'network_connection', u'product': u'windows'}",2021/06/14,[https://www.youtube.com/watch?v=DLtJTxMWZ2o],,experimental,"[attack.execution, attack.t1059.001, attack.t1086]",PowerShell Network Connections,,,,
39,Samir Bousseaden,2019/02/16,Detects svchost hosting RDP termsvcs communicating with the loopback address and on TCP port 3389,"{u'selection': {u'SourcePort': 3389, u'Image|endswith': u'\svchost.exe', u'Initiated': u'true'}, u'selection2': [{u'DestinationIp|startswith': ['127.']}, {u'DestinationIp': ['::1']}], u'condition': u'selection and selection2'}",[unknown],,5f699bc5-5446-4a4a-a0b7-5ef2885a3eb4,high,"{u'category': u'network_connection', u'product': u'windows'}",2021/05/11,[https://twitter.com/SBousseaden/status/1096148422984384514],,experimental,"[attack.command_and_control, attack.t1572, attack.lateral_movement, attack.t1021.001, attack.t1076, car.2013-07-002]",RDP Over Reverse SSH Tunnel,,,,
40,"Dmitriy Lifanov, oscd.community",2019/10/25,Detects network connections and DNS queries initiated by Regsvr32.exe,"{u'selection': {u'Image|endswith': u'\regsvr32.exe'}, u'condition': u'selection'}",[unknown],"[ComputerName, User, Image, DestinationIp, DestinationPort]",c7e91a02-d771-4a6d-a700-42587e0b1095,high,"{u'category': u'network_connection', u'product': u'windows'}",2021/09/21,"[https://pentestlab.blog/2017/05/11/applocker-bypass-regsvr32/, https://oddvar.moe/2017/12/13/applocker-case-study-how-insecure-is-it-really-part-1/, https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1117/T1117.md]",,experimental,"[attack.execution, attack.t1559.001, attack.t1175, attack.defense_evasion, attack.t1218.010, attack.t1117]",Regsvr32 Network Activity,,,,
41,Roberto Rodriguez @Cyb3rWard0g,2019/09/12,Detects remote PowerShell connections by monitoring network outbound connections to ports 5985 or 5986 from a non-network service account.,"{u'filter': {u'User': u'NT AUTHORITY\NETWORK SERVICE'}, u'selection': {u'DestinationPort': [5985, 5986]}, u'condition': u'selection and not filter'}","[Legitimate usage of remote PowerShell, e.g. remote administration and monitoring.]",,c539afac-c12a-46ed-b1bd-5a5567c9f045,high,"{u'category': u'network_connection', u'product': u'windows'}",2020/08/24,[https://threathunterplaybook.com/notebooks/windows/02_execution/WIN-190511223310.html],,experimental,"[attack.execution, attack.t1059.001, attack.t1086, attack.lateral_movement, attack.t1021.006, attack.t1028]",Remote PowerShell Session,,,,
42,Florian Roth,2017/11/04,Detects a rundll32 that communicates with public IP addresses,"{u'filter': {u'DestinationIp|startswith': [u'10.', u'192.168.', u'172.16.', u'172.17.', u'172.18.', u'172.19.', u'172.20.', u'172.21.', u'172.22.', u'172.23.', u'172.24.', u'172.25.', u'172.26.', u'172.27.', u'172.28.', u'172.29.', u'172.30.', u'172.31.', u'127.']}, u'selection': {u'Image|endswith': u'\rundll32.exe', u'Initiated': u'true'}, u'condition': u'selection and not filter'}",[Communication to other corporate systems that use IP addresses from public address spaces],,cdc8da7d-c303-42f8-b08c-b4ab47230263,medium,"{u'category': u'network_connection', u'product': u'windows'}",2020/08/24,[https://www.hybrid-analysis.com/sample/759fb4c0091a78c5ee035715afe3084686a8493f39014aea72dae36869de9ff6?environmentId=100],,experimental,"[attack.defense_evasion, attack.t1218.011, attack.t1085, attack.execution]",Rundll32 Internet Connection,,,,
43,"Ilyas Ochkov, oscd.community",2019/10/24,Detects suspicious outbound network activity via kerberos default port indicating possible lateral movement or first stage PrivEsc via delegation.,"{u'filter': {u'Image|endswith': [u'\lsass.exe', u'\opera.exe', u'\chrome.exe', u'\firefox.exe']}, u'selection': {u'DestinationPort': 88, u'Initiated': u'true'}, u'condition': u'selection and not filter'}",[Other browsers],,e54979bd-c5f9-4d6c-967b-a04b19ac4c74,high,"{u'category': u'network_connection', u'product': u'windows'}",2020/08/24,[https://github.com/GhostPack/Rubeus],,experimental,"[attack.credential_access, attack.t1558, attack.t1208, attack.lateral_movement, attack.t1550.003, attack.t1097]",Suspicious Outbound Kerberos Connection,,,,
44,Florian Roth,2017/03/19,Detects programs with network connections running in suspicious files system locations,"{u'selection': [{u'Image|contains': ['\\Users\\All Users\\', '\\Users\\Default\\', '\\Users\\Public\\', '\\Users\\Contacts\\', '\\Users\\Searches\\', '\\config\\systemprofile\\', '\\Windows\\Fonts\\', '\\Windows\\IME\\', '\\Windows\\addins\\']}, {u'Image|endswith': ['\\$Recycle.bin']}, {u'Image|startswith': ['C:\\Perflogs\\']}], u'condition': u'selection'}",[unknown],,7b434893-c57d-4f41-908d-6a17bf1ae98f,high,"{u'category': u'network_connection', u'definition': u'Use the following config to generate the necessary Event ID 3 Network Connection events', u'product': u'windows'}",,[https://docs.google.com/spreadsheets/d/17pSTDNpa0sf6pHeRhusvWG6rThciE8CsXTSlDUAZDyo],,experimental,"[attack.command_and_control, attack.t1105]",Suspicious Program Location with Network Connections,,,,
45,Markus Neis - Swisscom,2019/05/15,Detects Non-Standard Tools Connecting to TCP port 3389 indicating possible lateral movement,"{u'filter': {u'Image|endswith': [u'\mstsc.exe', u'\RTSApp.exe', u'\RTS2App.exe', u'\RDCMan.exe', u'\ws_TunnelService.exe', u'\RSSensor.exe', u'\RemoteDesktopManagerFree.exe', u'\RemoteDesktopManager.exe', u'\RemoteDesktopManager64.exe', u'\mRemoteNG.exe', u'\mRemote.exe', u'\Terminals.exe', u'\spiceworks-finder.exe', u'\FSDiscovery.exe', u'\FSAssessment.exe', u'\MobaRTE.exe', u'\chrome.exe', u'\thor.exe', u'\thor64.exe']}, u'selection': {u'DestinationPort': 3389, u'Initiated': u'true'}, u'condition': u'selection and not filter'}",[Other Remote Desktop RDP tools],,ed74fe75-7594-4b4b-ae38-e38e3fd2eb23,high,"{u'category': u'network_connection', u'product': u'windows'}",2020/08/24,[https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2019-0708],,experimental,"[attack.lateral_movement, attack.t1021.001, attack.t1076, car.2013-07-002]",Suspicious Outbound RDP Connections,,,,
46,"Michael Haag (idea), Florian Roth (rule)",2017/08/24,Detects an executable in the Windows folder accessing github.com,"{u'selection': {u'Initiated': u'true', u'Image|startswith': u'C:\Windows\', u'DestinationHostname|endswith': [u'.github.com', u'.githubusercontent.com']}, u'condition': u'selection'}","[Unknown, @subTee in your network]",,635dbb88-67b3-4b41-9ea5-a3af2dd88153,high,"{u'category': u'network_connection', u'product': u'windows'}",2020/08/24,"[https://twitter.com/M_haggis/status/900741347035889665, https://twitter.com/M_haggis/status/1032799638213066752, https://github.com/EmpireProject/Empire/blob/e37fb2eef8ff8f5a0a689f1589f424906fe13055/data/module_source/exfil/Invoke-ExfilDataToGitHub.ps1]",,experimental,"[attack.lateral_movement, attack.t1105, attack.exfiltration, attack.t1567.001, attack.t1048]",Microsoft Binary Github Communication,,,,
47,Florian Roth,2018/08/30,Detects an executable in the Windows folder accessing suspicious domains,"{u'selection': {u'Initiated': u'true', u'Image|startswith': u'C:\Windows\', u'DestinationHostname|endswith': [u'dl.dropboxusercontent.com', u'.pastebin.com', u'.githubusercontent.com']}, u'condition': u'selection'}",[Unknown],,e0f8ab85-0ac9-423b-a73a-81b3c7b1aa97,high,"{u'category': u'network_connection', u'product': u'windows'}",,"[https://twitter.com/M_haggis/status/900741347035889665, https://twitter.com/M_haggis/status/1032799638213066752]",,experimental,"[attack.lateral_movement, attack.t1105]",Microsoft Binary Suspicious Communication Endpoint,,,,
48,"Roberto Rodriguez (Cyb3rWard0g), OTR (Open Threat Research)",2020/10/12,Detects the use of the Windows Update Client binary (wuauclt.exe) to proxy execute code and making a network connections. One could easily make the DLL spawn a new process and inject to it to proxy the network connection and bypass this rule.,"{u'selection': {u'Image|contains': u'wuauclt'}, u'condition': u'selection'}",[Legitimate use of wuauclt.exe over the network.],,c649a6c7-cd8c-4a78-9c04-000fc76df954,medium,"{u'category': u'network_connection', u'product': u'windows'}",,[https://dtm.uk/wuauclt/],,experimental,"[attack.defense_evasion, attack.t1218]",Wuauclt Network Connection,,,,
49,Sreeman,2020/09/29,"Windows telemetry makes use of the binary CompatTelRunner.exe to run a variety of commands and perform the actual telemetry collections. This binary was created to be easily extensible, and to that end, it relies on the registry to instruct on which commands to run. The problem is, it will run any arbitrary command without restriction of location or type.","{u'selection': {u'Details|endswith': [u'.sh', u'.exe', u'.dll', u'.bin', u'.bat', u'.cmd', u'.js', u'.ps', u'.vb', u'.jar', u'.hta', u'.msi', u'.vbs'], u'TargetObject|contains': u'HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\TelemetryController\'}, u'condition': u'selection'}",[none],"[EventID, CommandLine, TargetObject, Details]",4e8d5fd3-c959-441f-a941-f73d0cdcdca5,high,"{u'category': u'registry_event', u'product': u'windows'}",2021/09/24,[https://www.trustedsec.com/blog/abusing-windows-telemetry-for-persistence/],,experimental,"[attack.defense_evasion, attack.persistence, attack.t1112, attack.t1053]",Abusing Windows Telemetry For Persistence,,,,
50,"Florian Roth, Markus Neis, Jonhnathan Ribeiro, Daniil Yugoslavskiy, oscd.community",2018/03/23,Detects Chafer activity attributed to OilRig as reported in Nyotron report in March 2018,"{u'selection_reg1': {u'TargetObject|endswith': [u'SOFTWARE\Microsoft\Windows\CurrentVersion\UMe', u'SOFTWARE\Microsoft\Windows\CurrentVersion\UT']}, u'condition': u'selection_reg1'}",[Unknown],,7bdf2a7c-3acc-4091-9581-0a77dad1c5b5,critical,"{u'category': u'registry_event', u'product': u'windows'}",2021/09/19,[https://nyotron.com/nyotron-discovers-next-generation-oilrig-attacks/],"[{u'type': u'derived', u'id': u'53ba33fd-3a50-4468-a5ef-c583635cfa92'}]",,"[attack.persistence, attack.g0049, attack.t1053, attack.t1053.005, attack.s0111, attack.t1050, attack.t1543.003, attack.defense_evasion, attack.t1112, attack.command_and_control, attack.t1071, attack.t1071.004]",Chafer Activity,,,,
51,Florian Roth,2017/06/01,Detects Pandemic Windows Implant,"{u'selection': {u'TargetObject|contains': u'\SYSTEM\CurrentControlSet\services\null\Instance'}, u'condition': u'selection'}",[unknown],"[EventID, CommandLine, ParentCommandLine, Image, User, TargetObject]",47e0852a-cf81-4494-a8e6-31864f8c86ed,critical,"{u'category': u'registry_event', u'product': u'windows'}",2021/09/12,"[https://wikileaks.org/vault7/#Pandemic, https://twitter.com/MalwareJake/status/870349480356454401]",,experimental,"[attack.lateral_movement, attack.t1105]",Pandemic Registry Key,,,,
